Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
La Granja,7.271,7.61,10837,,2014.0,3.57,1.0,4.0,90.0,120.0,12.0,Strategy,
Secret Hitler,7.268,7.51,27139,40.0,2016.0,1.74,5.0,10.0,45.0,45.0,13.0,Party,
The Taverns of Tiefenthal,7.264,7.58,13209,58.49,2019.0,2.67,2.0,4.0,60.0,60.0,12.0,Family,Strategy
Legendary: A Marvel Deck Building Game,7.259,7.53,22301,64.99,2012.0,2.43,1.0,5.0,30.0,60.0,14.0,Thematic,
Deception: Murder in Hong Kong,7.258,7.46,21774,31.84,2014.0,1.58,4.0,12.0,20.0,20.0,14.0,Party,
Hanamikoji,7.257,7.5,17315,,2013.0,1.69,2.0,2.0,15.0,15.0,10.0,Family,
Century: Golem Edition,7.257,7.61,11648,39.99,2017.0,1.69,2.0,5.0,30.0,45.0,8.0,Family,Strategy
MicroMacro: Crime City,7.255,7.53,14509,41.95,2020.0,1.11,1.0,4.0,15.0,45.0,12.0,Family,
Zombicide: Black Plague,7.254,7.62,15775,87.99,2015.0,2.49,1.0,6.0,60.0,180.0,14.0,Thematic,
Roll Player,7.249,7.46,19747,48.86,2016.0,2.43,1.0,4.0,60.0,90.0,10.0,Strategy,
The Princes of Florence,7.247,7.51,15364,65.0,2000.0,3.24,1.0,5.0,75.0,100.0,12.0,Strategy,
Sushi Go Party!,7.246,7.4,33164,19.97,2016.0,1.3,2.0,8.0,20.0,20.0,8.0,Family,
Fantasy Realms,7.246,7.53,14059,19.99,2017.0,1.8,2.0,6.0,20.0,20.0,14.0,Family,
Flamme Rouge,7.245,7.5,17345,62.99,2016.0,1.68,2.0,4.0,30.0,45.0,8.0,Family,
Kanban: Driver's Edition,7.245,7.79,6753,,2014.0,4.36,2.0,4.0,90.0,120.0,12.0,Strategy,
KLASK,7.241,7.63,9530,59.99,2014.0,1.06,2.0,2.0,10.0,10.0,8.0,Family,Party
"Unmatched: Battle of Legends, Volume One",7.24,7.76,8210,,2019.0,1.93,2.0,4.0,20.0,40.0,9.0,Strategy,
Detective: A Modern Crime Board Game,7.238,7.68,10248,27.43,2018.0,2.75,1.0,5.0,120.0,180.0,16.0,Thematic,
Santorini,7.237,7.37,37532,,2016.0,1.73,2.0,4.0,20.0,20.0,8.0,Abstract,
Goa: A New Expedition,7.237,7.56,11425,,2004.0,3.37,2.0,4.0,90.0,90.0,12.0,Strategy,
Isle of Skye: From Chieftain to King,7.236,7.4,24837,44.99,2015.0,2.25,2.0,5.0,30.0,50.0,8.0,Family,Strategy
Chronicles of Crime,7.233,7.61,21672,37.77,2018.0,2.05,1.0,4.0,60.0,90.0,12.0,Thematic,
Clash of Cultures: Monumental Edition,7.232,8.38,3319,99.95,2021.0,3.65,2.0,4.0,180.0,240.0,14.0,Strategy,
Glory to Rome,7.232,7.49,14092,,2005.0,2.93,2.0,5.0,60.0,60.0,12.0,Strategy,
Blood on the Clocktower,7.231,8.33,4193,,2022.0,2.96,5.0,20.0,30.0,120.0,15.0,Party,Strategy
Hallertau,7.23,7.92,5289,83.15,2020.0,3.3,1.0,4.0,50.0,140.0,12.0,Strategy,
Pulsar 2849,7.23,7.67,8522,54.0,2017.0,3.35,2.0,4.0,60.0,90.0,14.0,Strategy,
Great Western Trail: Argentina,7.229,8.46,2886,52.49,2022.0,3.88,1.0,4.0,75.0,150.0,12.0,Strategy,
7 Wonders (Second Edition),7.229,7.87,6424,39.99,2020.0,2.3,3.0,7.0,30.0,30.0,10.0,Family,Strategy
Hero Realms,7.229,7.53,17336,23.5,2016.0,1.86,2.0,4.0,20.0,20.0,12.0,Strategy,
1830: Railways & Robber Barons,7.229,7.87,5517,76.99,1986.0,4.16,2.0,7.0,180.0,360.0,14.0,Strategy,
Camel Up (Second Edition),7.227,7.59,11228,,2018.0,1.46,3.0,8.0,30.0,45.0,8.0,Family,Party
Shogun,7.226,7.52,13869,,2006.0,3.36,3.0,5.0,90.0,120.0,12.0,Strategy,
Samurai,7.225,7.46,16115,,1998.0,2.47,2.0,4.0,30.0,60.0,10.0,Strategy,
Galaxy Trucker,7.223,7.35,33637,,2007.0,2.33,2.0,4.0,60.0,60.0,10.0,Thematic,
Vindication,7.22,7.8,6850,169.99,2018.0,3.08,2.0,5.0,45.0,150.0,14.0,Strategy,
1960: The Making of the President,7.218,7.62,9227,,2007.0,3.2,2.0,2.0,90.0,120.0,12.0,Strategy,
Viticulture,7.218,7.51,13335,48.63,2013.0,2.94,2.0,6.0,90.0,90.0,13.0,Strategy,
Western Legends,7.215,7.61,10592,169.0,2018.0,2.83,2.0,6.0,60.0,90.0,14.0,Thematic,
Tapestry,7.215,7.45,19287,70.97,2019.0,2.93,1.0,5.0,90.0,120.0,12.0,Strategy,
Endless Winter: Paleoamericans,7.215,7.79,6981,369.99,2022.0,3.28,1.0,4.0,60.0,120.0,12.0,Strategy,
Steam,7.213,7.56,10128,29.99,2009.0,3.46,3.0,5.0,90.0,90.0,10.0,Strategy,
T.I.M.E Stories,7.212,7.4,27215,40.76,2015.0,2.59,2.0,4.0,90.0,90.0,12.0,Thematic,
Lewis & Clark: The Expedition,7.207,7.45,15311,49.99,2013.0,3.33,1.0,5.0,120.0,120.0,14.0,Strategy,
Bora Bora,7.201,7.56,10109,,2013.0,3.73,2.0,4.0,60.0,120.0,12.0,Strategy,
Kingdomino,7.197,7.31,45541,17.43,2016.0,1.22,2.0,4.0,15.0,25.0,8.0,Family,
Arcadia Quest,7.191,7.62,10316,99.99,2014.0,2.53,2.0,4.0,60.0,60.0,13.0,Thematic,
Battle Line,7.191,7.41,17223,28.88,2000.0,1.89,2.0,2.0,30.0,30.0,12.0,Strategy,
Forgotten Waters,7.19,7.85,5638,58.86,2020.0,2.11,3.0,7.0,120.0,240.0,14.0,Thematic,
Rococo,7.188,7.58,8841,,2013.0,3.08,2.0,5.0,60.0,120.0,12.0,Strategy,
Anno 1800: The Board Game,7.188,7.75,6455,49.11,2020.0,3.16,2.0,4.0,120.0,120.0,12.0,Strategy,
Dixit: Odyssey,7.184,7.41,20548,20.99,2011.0,1.17,3.0,12.0,30.0,30.0,8.0,Party,
Cryptid,7.183,7.46,13578,28.04,2018.0,2.24,3.0,5.0,30.0,50.0,10.0,Family,Strategy
Seasons,7.181,7.36,24501,60.3,2012.0,2.78,2.0,4.0,60.0,60.0,14.0,Strategy,
Ethnos,7.181,7.46,13101,,2017.0,2.04,2.0,6.0,45.0,60.0,14.0,Strategy,
Hive,7.18,7.32,36124,42.78,2000.0,2.32,2.0,2.0,20.0,20.0,9.0,Abstract,
Return to Dark Tower,7.174,8.3,3583,287.59,2022.0,2.65,1.0,4.0,100.0,120.0,10.0,Thematic,
Imperial,7.174,7.6,8722,53.95,2006.0,3.56,2.0,6.0,120.0,180.0,13.0,Strategy,
The Manhattan Project: Energy Empire,7.174,7.75,6010,118.9,2016.0,3.04,1.0,5.0,60.0,120.0,13.0,Strategy,
Monikers,7.171,7.78,5741,24.99,2015.0,1.08,4.0,16.0,30.0,60.0,17.0,Party,
Star Realms: Frontiers,7.169,7.95,4834,33.95,2018.0,1.87,1.0,4.0,20.0,45.0,12.0,Strategy,
Marvel United,7.168,7.6,9484,16.99,2020.0,1.83,1.0,4.0,40.0,40.0,14.0,Family,
Indonesia,7.168,7.88,4578,,2005.0,3.99,2.0,5.0,180.0,240.0,14.0,Strategy,
Dice Throne: Season Two – Battle Chest,7.167,8.08,4282,209.31,2018.0,2.14,2.0,6.0,20.0,40.0,8.0,Family,
Cthulhu Wars,7.164,7.86,5894,208.99,2015.0,3.15,2.0,4.0,90.0,120.0,14.0,Strategy,Thematic
Navegador,7.164,7.54,9105,129.99,2010.0,3.08,2.0,5.0,60.0,90.0,12.0,Strategy,
Power Grid Deluxe: Europe/North America,7.164,7.95,4362,,2014.0,3.19,2.0,6.0,120.0,120.0,12.0,Strategy,
Dungeon Petz,7.163,7.41,14654,40.28,2011.0,3.62,2.0,4.0,90.0,90.0,13.0,Strategy,Thematic
Age of Empires III: The Age of Discovery,7.157,7.51,10217,219.95,2007.0,3.13,2.0,5.0,90.0,120.0,10.0,Strategy,
Telestrations,7.156,7.38,17362,31.99,2009.0,1.07,4.0,8.0,30.0,30.0,12.0,Party,
Onitama,7.156,7.36,21335,29.99,2014.0,1.66,2.0,2.0,15.0,20.0,10.0,Abstract,
Space Alert,7.154,7.4,15922,77.95,2008.0,2.97,1.0,5.0,30.0,30.0,12.0,Thematic,
Bitoku,7.153,7.86,5216,56.65,2021.0,3.71,1.0,4.0,120.0,120.0,12.0,Strategy,
Oath: Chronicles of Empire & Exile,7.153,7.82,6394,115.99,2021.0,4.11,1.0,6.0,45.0,150.0,10.0,Strategy,Thematic
Nemo's War (Second Edition),7.153,7.86,5109,40.0,2017.0,3.27,1.0,4.0,60.0,120.0,13.0,Thematic,
Imperial Settlers,7.148,7.33,24044,35.95,2014.0,2.77,1.0,4.0,45.0,90.0,10.0,Strategy,
Fury of Dracula (Third/Fourth Edition),7.148,7.44,14262,,2015.0,3.28,2.0,5.0,120.0,180.0,14.0,Thematic,
Glass Road,7.146,7.45,11274,111.0,2013.0,2.95,1.0,4.0,20.0,80.0,13.0,Strategy,
Kemet: Blood and Sand,7.144,8.01,4128,89.99,2021.0,3.23,2.0,5.0,90.0,120.0,13.0,Strategy,
The King's Dilemma,7.141,7.8,5460,59.99,2019.0,2.26,3.0,5.0,45.0,60.0,14.0,Thematic,
Summoner Wars: Master Set,7.14,7.48,10956,195.0,2011.0,2.52,2.0,4.0,30.0,60.0,9.0,Customizable,Strategy
Mind MGMT: The Psychic Espionage “Game.”,7.14,7.99,4232,79.98,2021.0,2.9,1.0,5.0,45.0,75.0,13.0,Strategy,
Imperial 2030,7.137,7.65,6693,72.63,2009.0,3.51,2.0,6.0,120.0,180.0,12.0,Strategy,
Aeon's End: The New Age,7.136,8.54,2518,48.9,2019.0,2.95,1.0,4.0,60.0,60.0,14.0,Strategy,
Arkham Horror (Third Edition),7.135,7.7,8760,55.37,2018.0,3.35,1.0,6.0,120.0,180.0,14.0,Thematic,
Runewars,7.134,7.61,8309,,2010.0,3.79,2.0,4.0,180.0,240.0,14.0,Strategy,Thematic
Century: Spice Road,7.133,7.31,24590,39.99,2017.0,1.8,2.0,5.0,30.0,45.0,8.0,Family,
Alien Frontiers,7.132,7.37,15108,84.85,2010.0,2.57,2.0,4.0,90.0,90.0,13.0,Strategy,
Survive: Escape from Atlantis!,7.131,7.32,25334,39.99,1982.0,1.7,2.0,4.0,45.0,60.0,8.0,Family,
Tikal,7.131,7.33,19859,59.99,1999.0,2.78,2.0,4.0,90.0,90.0,10.0,Strategy,
Heaven & Ale,7.131,7.55,8348,114.27,2017.0,3.2,2.0,4.0,60.0,90.0,12.0,Strategy,
Love Letter,7.128,7.22,66039,19.78,2012.0,1.19,2.0,4.0,20.0,20.0,10.0,Family,
Bruges,7.128,7.42,11527,,2013.0,2.75,2.0,4.0,60.0,60.0,13.0,Strategy,
Lost Cities,7.127,7.23,45072,21.78,1999.0,1.48,2.0,2.0,30.0,30.0,10.0,Family,
For Sale,7.126,7.25,29866,26.43,1997.0,1.25,3.0,6.0,30.0,30.0,10.0,Family,
Tiny Epic Galaxies,7.126,7.34,20013,28.33,2015.0,2.15,1.0,5.0,30.0,45.0,14.0,Strategy,
Exit: The Game – The Abandoned Cabin,7.124,7.43,11158,14.99,2016.0,2.55,1.0,6.0,60.0,120.0,12.0,Thematic,
The Great Zimbabwe,7.124,7.83,4613,135.75,2012.0,3.69,2.0,5.0,90.0,150.0,14.0,Strategy,
Acquire,7.123,7.34,20021,44.91,1963.0,2.5,2.0,6.0,90.0,90.0,12.0,Strategy,
Long Shot: The Dice Game,7.123,7.68,6109,,2022.0,1.91,1.0,8.0,25.0,25.0,14.0,Family,
Bunny Kingdom,7.123,7.43,12097,52.99,2017.0,2.3,2.0,4.0,40.0,60.0,12.0,Family,Strategy
Destinies,7.122,7.76,7623,47.98,2021.0,1.9,1.0,3.0,90.0,150.0,14.0,Thematic,
Burgle Bros.,7.121,7.45,11102,,2015.0,2.31,1.0,4.0,45.0,90.0,12.0,Family,Thematic
Awkward Guests: The Walton Case,7.121,7.59,7701,41.99,2016.0,2.32,1.0,8.0,45.0,75.0,12.0,Family,
Antiquity,7.12,7.85,4393,,2004.0,4.32,2.0,4.0,120.0,180.0,14.0,Strategy,
Star Wars: The Deckbuilding Game,7.119,7.95,4484,21.9,2023.0,2.02,2.0,2.0,30.0,30.0,12.0,Strategy,
Dead of Winter: The Long Night,7.117,7.54,9714,64.95,2016.0,3.35,2.0,5.0,60.0,120.0,14.0,Thematic,
Tiletum,7.115,7.96,4112,59.99,2022.0,3.41,1.0,4.0,60.0,100.0,14.0,Strategy,
Above and Below,7.114,7.37,15744,37.49,2015.0,2.53,2.0,4.0,90.0,90.0,13.0,Thematic,
Small World,7.114,7.21,70033,,2009.0,2.35,2.0,5.0,40.0,80.0,8.0,Family,Strategy
The King Is Dead: Second Edition,7.113,7.67,6172,40.0,2020.0,2.12,2.0,4.0,30.0,45.0,14.0,Strategy,
Arboretum,7.113,7.3,19672,21.99,2015.0,2.14,2.0,4.0,30.0,30.0,8.0,Family,
Bonfire,7.11,7.68,6076,45.39,2020.0,3.64,1.0,4.0,70.0,100.0,12.0,Strategy,
Merchants & Marauders,7.108,7.4,14034,64.97,2010.0,3.25,2.0,4.0,180.0,180.0,13.0,Thematic,
Nusfjord,7.107,7.64,6155,,2017.0,2.84,1.0,5.0,20.0,100.0,12.0,Strategy,
Neuroshima Hex! 3.0,7.107,7.39,14849,39.27,2006.0,2.61,1.0,4.0,30.0,30.0,13.0,Strategy,
Chinatown,7.106,7.43,10983,,1999.0,2.25,3.0,5.0,60.0,60.0,12.0,Strategy,
Lords of Hellas,7.106,7.68,7103,79.96,2018.0,3.34,1.0,4.0,60.0,90.0,14.0,Strategy,
BattleLore: Second Edition,7.106,7.68,6309,,2013.0,2.71,2.0,2.0,45.0,90.0,14.0,Wargames,
Dungeon Lords,7.105,7.36,13822,91.6,2009.0,3.57,2.0,4.0,90.0,90.0,12.0,Strategy,
Tekhenu: Obelisk of the Sun,7.104,7.73,5497,,2020.0,4.06,1.0,4.0,60.0,120.0,14.0,Strategy,
Skull King,7.104,7.51,8962,16.99,2013.0,1.69,2.0,8.0,30.0,30.0,8.0,Family,
Bärenpark,7.102,7.3,18158,44.99,2017.0,1.66,2.0,4.0,30.0,45.0,8.0,Family,
Sid Meier's Civilization: The Board Game,7.102,7.38,15710,,2010.0,3.9,2.0,4.0,120.0,240.0,13.0,Strategy,
Mission: Red Planet (Second Edition),7.101,7.41,11122,26.67,2015.0,2.21,2.0,6.0,45.0,90.0,14.0,Strategy,
Letters from Whitechapel,7.098,7.35,15790,80.0,2011.0,2.64,2.0,6.0,90.0,90.0,14.0,Strategy,Thematic
Dixit,7.097,7.21,62548,49.97,2008.0,1.2,3.0,8.0,30.0,30.0,8.0,Party,
Imperium: Classics,7.095,7.72,5887,42.99,2021.0,3.57,1.0,4.0,60.0,120.0,14.0,Strategy,
Innovation,7.093,7.29,18075,18.5,2010.0,2.76,2.0,4.0,45.0,60.0,12.0,Strategy,
Harry Potter: Hogwarts Battle,7.092,7.38,18223,49.95,2016.0,2.07,2.0,4.0,30.0,60.0,11.0,Family,Thematic
So Clover!,7.09,7.59,6516,24.97,2021.0,1.1,3.0,6.0,30.0,30.0,10.0,Party,
Mysterium,7.09,7.23,42212,34.99,2015.0,1.9,2.0,7.0,42.0,42.0,10.0,Family,Thematic
Takenoko,7.089,7.22,43360,42.95,2011.0,1.98,2.0,4.0,45.0,45.0,8.0,Family,
Gizmos,7.089,7.39,11954,39.99,2018.0,2.0,2.0,4.0,40.0,50.0,14.0,Family,
Cloudspire,7.088,8.2,3330,,2019.0,4.36,1.0,4.0,90.0,180.0,13.0,Strategy,
Star Wars: Armada,7.088,7.82,5392,95.99,2015.0,3.16,2.0,2.0,120.0,120.0,14.0,Thematic,Wargames
Ghost Stories,7.087,7.28,21074,,2008.0,2.9,1.0,4.0,60.0,60.0,12.0,Strategy,
Hannibal: Rome vs. Carthage,7.086,7.78,4974,89.2,1996.0,3.45,2.0,2.0,40.0,200.0,12.0,Wargames,
Raiders of Scythia,7.083,7.78,5013,46.67,2020.0,2.72,1.0,4.0,60.0,80.0,12.0,Strategy,
Agricola: All Creatures Big and Small,7.083,7.34,13587,39.99,2012.0,2.35,2.0,2.0,30.0,30.0,13.0,Strategy,
Ginkgopolis,7.083,7.51,7573,59.67,2012.0,2.91,1.0,5.0,45.0,45.0,13.0,Strategy,
The Resistance,7.082,7.22,40170,24.99,2009.0,1.59,5.0,10.0,30.0,30.0,13.0,Party,
51st State: Master Set,7.081,7.61,6705,157.09,2016.0,2.9,1.0,4.0,60.0,90.0,14.0,Strategy,
Altiplano,7.08,7.48,8868,55.99,2017.0,3.3,2.0,5.0,60.0,120.0,12.0,Strategy,
Love Letter,7.08,7.52,8596,12.58,2019.0,1.13,2.0,6.0,20.0,20.0,10.0,Family,Party
Furnace,7.075,7.43,9613,39.99,2020.0,2.3,2.0,4.0,30.0,60.0,12.0,Strategy,
San Juan,7.074,7.23,23578,,2004.0,2.29,2.0,4.0,45.0,60.0,10.0,Strategy,
Mage Wars Arena,7.073,7.58,7839,109.99,2012.0,3.68,2.0,2.0,90.0,90.0,13.0,Customizable,
Flamecraft,7.073,7.47,10810,49.95,2022.0,2.21,1.0,5.0,60.0,60.0,10.0,Family,Strategy
Blood Bowl: Team Manager – The Card Game,7.071,7.39,11288,,2011.0,2.33,2.0,4.0,60.0,120.0,14.0,Thematic,
Newton,7.07,7.56,6658,62.99,2018.0,3.39,1.0,4.0,90.0,90.0,14.0,Strategy,
Carpe Diem,7.069,7.52,7377,17.99,2018.0,2.51,2.0,4.0,45.0,75.0,10.0,Strategy,
Abyss,7.065,7.32,14355,46.21,2014.0,2.32,2.0,4.0,30.0,60.0,14.0,Strategy,
Notre Dame,7.064,7.32,13242,43.46,2007.0,2.74,2.0,5.0,45.0,75.0,10.0,Strategy,
The Pillars of the Earth,7.062,7.27,17707,19.99,2006.0,2.81,2.0,4.0,90.0,120.0,12.0,Strategy,
Gùgōng,7.061,7.45,8622,78.0,2018.0,3.08,1.0,5.0,60.0,90.0,12.0,Strategy,
At the Gates of Loyang,7.06,7.36,11035,,2009.0,3.11,1.0,4.0,60.0,120.0,10.0,Strategy,
Twice as Clever!,7.059,7.45,8504,22.69,2019.0,2.3,1.0,4.0,30.0,30.0,10.0,Family,
Pandemic: Fall of Rome,7.055,7.63,5914,28.99,2018.0,2.43,1.0,5.0,45.0,60.0,8.0,Strategy,
Sidereal Confluence,7.055,7.78,4592,48.0,2017.0,3.53,4.0,9.0,120.0,180.0,14.0,Strategy,
Project L,7.053,7.48,7990,34.99,2020.0,1.56,1.0,4.0,20.0,40.0,8.0,Abstract,Family
Maria,7.053,7.98,3459,,2009.0,3.56,2.0,3.0,210.0,210.0,14.0,Wargames,
The Godfather: Corleone's Empire,7.052,7.53,7472,97.74,2017.0,2.64,2.0,5.0,60.0,90.0,14.0,Strategy,
Summoner Wars (Second Edition),7.052,8.17,3141,42.46,2021.0,2.59,2.0,2.0,40.0,60.0,9.0,Customizable,Strategy
Schotten Totten,7.051,7.35,11053,15.99,1999.0,1.7,2.0,2.0,20.0,20.0,8.0,Family,
Saint Petersburg,7.051,7.27,15839,,2004.0,2.46,2.0,4.0,45.0,60.0,10.0,Strategy,
Downforce,7.049,7.31,13276,39.95,2017.0,1.73,2.0,6.0,20.0,40.0,10.0,Family,
Die Macher,7.048,7.6,5724,,1986.0,4.31,3.0,5.0,240.0,240.0,14.0,Strategy,
Evolution: Climate,7.045,7.51,7808,59.98,2016.0,2.75,2.0,6.0,60.0,60.0,12.0,Strategy,
Smartphone Inc.,7.044,7.59,5846,57.32,2018.0,2.76,1.0,5.0,60.0,90.0,12.0,Strategy,
Endeavor,7.043,7.38,9478,72.39,2009.0,2.91,3.0,5.0,90.0,90.0,12.0,Strategy,
Turing Machine,7.042,7.79,4576,39.95,2022.0,2.45,1.0,4.0,20.0,20.0,14.0,Strategy,
Here I Stand,7.039,7.88,3871,,2006.0,4.18,2.0,6.0,180.0,360.0,12.0,Wargames,
King of Tokyo,7.039,7.14,68874,44.99,2011.0,1.49,2.0,6.0,30.0,30.0,8.0,Family,
Ticket to Ride: Märklin,7.039,7.41,9136,,2006.0,2.24,2.0,5.0,30.0,60.0,8.0,Family,Strategy
Cat in the Box: Deluxe Edition,7.035,7.63,5216,19.99,2022.0,2.01,2.0,5.0,20.0,40.0,13.0,Family,
In the Year of the Dragon,7.034,7.3,11909,22.99,2007.0,3.09,2.0,5.0,75.0,100.0,12.0,Strategy,
Arkham Horror,7.034,7.24,39089,,2005.0,3.58,1.0,8.0,120.0,240.0,14.0,Thematic,
Tiny Towns,7.033,7.24,18338,37.62,2019.0,2.06,1.0,6.0,45.0,60.0,14.0,Abstract,Family
Bruxelles 1893,7.032,7.61,5428,,2013.0,3.59,2.0,5.0,50.0,125.0,13.0,Strategy,
London (Second Edition),7.032,7.52,6691,80.36,2017.0,2.73,2.0,4.0,60.0,90.0,14.0,Strategy,
Azul: Stained Glass of Sintra,7.031,7.32,12945,34.98,2018.0,2.0,2.0,4.0,30.0,45.0,8.0,Abstract,Family
San Juan (Second Edition),7.03,7.46,7189,,2014.0,2.08,2.0,4.0,45.0,60.0,10.0,Strategy,
Unmatched: Robin Hood vs. Bigfoot,7.027,7.94,3728,,2019.0,1.93,2.0,2.0,20.0,20.0,9.0,Strategy,
Dice Forge,7.026,7.23,21016,44.99,2017.0,1.97,2.0,4.0,45.0,45.0,10.0,Family,
Civilization,7.024,7.49,7465,,1980.0,3.65,2.0,7.0,360.0,360.0,12.0,Strategy,
Codenames: Pictures,7.023,7.2,21885,18.74,2016.0,1.24,2.0,8.0,15.0,15.0,10.0,Party,
Skull,7.022,7.2,22098,,2011.0,1.11,3.0,6.0,15.0,45.0,10.0,Party,
Blitzkrieg!: World War Two in 20 Minutes,7.019,7.61,5261,,2019.0,1.93,1.0,2.0,20.0,45.0,14.0,Strategy,Wargames
Firefly: The Game,7.017,7.39,11872,79.99,2013.0,2.95,1.0,4.0,120.0,240.0,13.0,Thematic,
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,7.017,7.6,5777,46.39,2016.0,2.19,1.0,8.0,60.0,120.0,10.0,Thematic,
Sprawlopolis,7.017,7.35,9983,,2018.0,1.85,1.0,4.0,15.0,20.0,8.0,Family,Strategy
Nippon,7.014,7.64,4863,,2015.0,3.78,2.0,4.0,60.0,120.0,12.0,Strategy,
Space Hulk (Third Edition),7.014,7.53,7079,859.11,2009.0,2.79,2.0,2.0,60.0,60.0,12.0,Thematic,
Santa Maria,7.014,7.48,6758,59.95,2017.0,3.04,1.0,4.0,45.0,90.0,12.0,Strategy,
Spartacus: A Game of Blood and Treachery,7.014,7.47,8630,,2012.0,2.73,3.0,4.0,120.0,180.0,17.0,Thematic,
Sword & Sorcery,7.013,7.91,4843,79.9,2017.0,4.11,1.0,5.0,60.0,90.0,12.0,Thematic,
Clash of Cultures,7.012,7.58,5713,,2012.0,3.6,2.0,4.0,180.0,240.0,14.0,Strategy,
King of Tokyo: Dark Edition,7.01,7.7,4964,89.99,2020.0,1.64,2.0,6.0,30.0,30.0,8.0,Family,
John Company: Second Edition,7.009,8.33,2464,,2022.0,4.42,1.0,6.0,90.0,240.0,13.0,Strategy,Thematic
Cubitos,7.009,7.44,7796,46.64,2021.0,2.19,2.0,4.0,30.0,60.0,10.0,Family,
Biblios,7.008,7.2,17387,,2007.0,1.68,2.0,4.0,30.0,30.0,10.0,Family,Strategy
Stockpile,7.007,7.47,6928,,2015.0,2.11,2.0,5.0,45.0,45.0,13.0,Strategy,
Macao,7.007,7.41,7412,179.95,2009.0,3.13,2.0,4.0,50.0,100.0,12.0,Strategy,
Chess,7.005,7.2,35348,15.99,1475.0,3.66,2.0,2.0,,,6.0,Abstract,
Advanced Squad Leader,7.005,8.01,3811,,1985.0,4.74,2.0,2.0,120.0,480.0,14.0,Wargames,
Fresco,7.005,7.25,12984,119.99,2010.0,2.63,2.0,4.0,60.0,60.0,10.0,Family,Strategy
Mythic Battles: Pantheon,7.005,8.34,3098,,2017.0,3.03,2.0,4.0,60.0,90.0,14.0,Strategy,
ISS Vanguard,7.005,8.69,2503,128.82,2022.0,3.65,1.0,4.0,90.0,120.0,13.0,Thematic,
Wavelength,7.004,7.29,11881,31.49,2019.0,1.12,2.0,12.0,30.0,45.0,14.0,Party,
Claustrophobia,7.004,7.48,7011,249.99,2009.0,2.48,2.0,2.0,45.0,45.0,14.0,Thematic,
Dune,7.004,7.59,5839,,1979.0,3.44,2.0,6.0,60.0,180.0,12.0,Strategy,Thematic
Mindbug: First Contact,7.003,7.76,4714,,2022.0,1.95,2.0,2.0,15.0,25.0,8.0,Family,Strategy
Marvel United: X-Men,7.003,8.11,2996,32.27,2021.0,2.0,1.0,5.0,40.0,40.0,14.0,Family,
Thunderstone Quest,7.002,7.78,4271,67.75,2018.0,2.84,2.0,4.0,60.0,90.0,14.0,Strategy,
Mice and Mystics,7.001,7.24,19213,63.99,2012.0,2.72,1.0,4.0,60.0,90.0,7.0,Thematic,
The Manhattan Project,6.999,7.33,9822,,2012.0,2.96,2.0,5.0,120.0,120.0,13.0,Strategy,
Flash Point: Fire Rescue,6.998,7.16,23829,39.99,2011.0,2.2,2.0,6.0,45.0,45.0,10.0,Family,Thematic
Millennium Blades,6.994,7.67,4898,75.23,2016.0,3.66,2.0,5.0,80.0,120.0,12.0,Thematic,
Kingsburg,6.993,7.18,19536,,2007.0,2.42,2.0,5.0,90.0,90.0,13.0,Family,Strategy
Boonlake,6.991,7.69,4466,54.99,2021.0,3.78,1.0,4.0,80.0,160.0,14.0,Strategy,
Imperial Settlers: Empires of the North,6.988,7.45,7017,35.95,2019.0,2.8,1.0,4.0,45.0,90.0,10.0,Strategy,
Wayfarers of the South Tigris,6.987,7.86,3580,51.77,2022.0,3.81,1.0,4.0,60.0,90.0,13.0,Strategy,
Honey Buzz,6.984,7.61,5152,,2020.0,2.76,1.0,4.0,45.0,90.0,10.0,Family,Strategy
Pandemic: Reign of Cthulhu,6.984,7.37,10034,39.99,2016.0,2.16,2.0,4.0,40.0,40.0,14.0,Strategy,Thematic
Glen More,6.984,7.3,9214,,2010.0,2.67,2.0,5.0,45.0,70.0,10.0,Strategy,
Pipeline,6.983,7.62,4821,,2019.0,3.91,2.0,4.0,60.0,120.0,12.0,Strategy,
Heroscape Master Set: Rise of the Valkyrie,6.983,7.45,8210,,2004.0,2.3,2.0,4.0,90.0,90.0,8.0,Customizable,Thematic
Lord of the Rings: The Confrontation,6.982,7.48,6288,,2005.0,2.2,2.0,2.0,30.0,30.0,14.0,Strategy,
Lancaster,6.981,7.39,7382,,2011.0,3.0,2.0,5.0,60.0,60.0,10.0,Strategy,
Black Orchestra,6.981,7.51,6213,35.0,2016.0,2.42,1.0,5.0,90.0,90.0,14.0,Thematic,
A Few Acres of Snow,6.979,7.37,7902,,2011.0,3.04,2.0,2.0,60.0,90.0,14.0,Strategy,Wargames
Mandala,6.979,7.54,5423,28.2,2019.0,1.8,2.0,2.0,20.0,20.0,10.0,Abstract,Family
PitchCar,6.978,7.26,10805,,1995.0,1.13,2.0,8.0,30.0,30.0,6.0,Family,Party
Quadropolis,6.976,7.23,12804,74.99,2016.0,2.2,2.0,4.0,30.0,60.0,8.0,Family,
Dead Reckoning,6.974,8.23,2569,,2022.0,3.36,1.0,4.0,90.0,150.0,14.0,Strategy,
